S.No.,Title,Company Name,Package,Job sector,Package Interval,CTC Currency,Years,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Education criteria
74,Associate Software Developer  1.QA Engineer  2. Frontend Developer,Vinove Software & Services Pvt. Ltd.,550000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2024,Online test (43),Video Assignment (20),Technical interview (4),Technical interview 2 (0),HR interview (0),-,"B.Tech
	Applicants must have scored
		75.0% marks in CLASS X
		75.0% marks in CLASS XII
		75.0% marks in DIP
		75.0% marks in UG
MCA
	Applicants must have scored
		75.0% marks in CLASS X
		75.0% marks in CLASS XII
		75.0% marks in DIP
		75.0% marks in PG
		75.0% marks in UG
"
75,1. Business Development 2. Digital Marketing,Vinove Software & Services Pvt. Ltd.,330000,"BUSINESS_DEVELOPMENT,MARKETING_BRAND_MANAGEMENT",ANNUM,INR,2024,Online Test (0),HR interview (0),-,-,-,-,"BBA
	Applicants must have scored
		75.0% marks in CLASS X
		75.0% marks in CLASS XII
		75.0% marks in DIP
		75.0% marks in UG
"
76,Software Engineer || Capgemini Exceller 2024-25,Capgemini,400000,ENGINEERING,ANNUM,INR,2024,Resume shortlisting (31),Online test (31),Technical interview (31),-,-,-,"MCA
	All students of MCA are eligible
M.Sc.
	All students of M.Sc. are eligible
M.Tech.
	All students of M.Tech. are eligible
B.Tech
	All students of B.Tech are eligible
"
77,Patent Analyst Interns,Sagacious Research,450000,OTHER,ANNUM,INR,2024,Online test (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in UG
M.Tech.
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in PG
		70.0% marks in UG
"
78,INTERN,Regal Rexnord Corporation,20000,"ENGINEERING,ENGINEERING_CIVIL_MECHANICAL_OTHER",MONTH,INR,2024,Resume shortlisting (0),Technical interview (0),Technical interview (0),Technical interview (0),HR interview (0),-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
79,Financial Planning Analyst,Ameriprise Financials,599000,ADMINISTRATION,ANNUM,INR,2024,Pre-placement Talk (1),HR interview (0),Technical interview (0),-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
80,System Engineer,JTP Japan,2400000,"ENGINEERING,OTHER",ANNUM,INR,2024,Online test (4),Technical interview (1),HR interview (0),-,-,-,"B.Tech
	All students of B.Tech are eligible
BCA
	All students of BCA are eligible
MCA
	All students of MCA are eligible
"
81,HR Associates,Vinove Software & Services Pvt. Ltd.,330000,HUMAN_RESOURCES,ANNUM,INR,2024,Online test,HR interview,-,-,-,-,"MBA (Semester)
	Applicants must have scored
		75.0% marks in CLASS X
		75.0% marks in CLASS XII
		75.0% marks in DIP
		75.0% marks in PG
		75.0% marks in UG
"
82,BDA (Domestic Process),Planet Spark,650000,BUSINESS_DEVELOPMENT,ANNUM,INR,2024,HR interview (1),-,-,-,-,-,"MA
	All students of MA are eligible
BBA
	All students of BBA are eligible
BCA
	All students of BCA are eligible
MCA
	All students of MCA are eligible
MBA
	All students of MBA are eligible
B.Com
	All students of B.Com are eligible
BA (Hons.)
	All students of BA (Hons.) are eligible
"
83,Business Development (Male),Sonalika International Tractors Limited,600000,BUSINESS_DEVELOPMENT,ANNUM,INR,2024,HR interview (0),-,-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
B.Tech
	All students of B.Tech are eligible
"
84,Trainee,Infogain,434000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2024,Online test attendance (228),Online test (40),Technical interview (0),HR interview (0),-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
MCA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
85,Analyst,KPMG,600000,ENGINEERING,ANNUM,INR,2024,Online test (5),Technical interview (0),-,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
86,Analyst-FRM,KPMG,600000,ENGINEERING,ANNUM,INR,2024,Online test (12),Pre-placement Talk (12),Group discussion (12),Technical interview (2),-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
87,Technology Graduate,KPMG,500000,ENGINEERING,ANNUM,INR,2024,Pre-placement Talk (58),Resume shortlisting (58),Online test (3),Group discussion (3),HR interview (3),-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
88,Intern,GENSOL,15000,ENGINEERING,MONTH,INR,2024,Technical interview,Technical interview,HR interview,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
89,Business Analyst,Gemini Solutions Private Limited,15500,"BUSINESS_DEVELOPMENT,OTHER",MONTH,INR,2024,ATTENDEE (4),Online test (0),Group discussion (0),Technical interview (0),-,-,"BBA
	All students of BBA are eligible
"
90,Mechanical Engineering || M-Tech || Capgemini Exceller 2024 - 25,Capgemini,550000,ENGINEERING,ANNUM,INR,2024,Resume shortlisting,Online test,Technical interview,-,-,-,NA
91,HR Intern,AVL India Pvt. Ltd,450000,"ADMINISTRATION,OTHER",ANNUM,INR,2024,Technical interview (0),-,-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
92,Graduate Engineer Trainee,TEX FASTENERS PVT. LIMITED,480000,ENGINEERING,ANNUM,INR,2024,Written test (0),Technical interview (0),-,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
93,Research Analyst/ Intern,Apelo Consulting Pvt Ltd.,300000,RESEARCH,ANNUM,INR,2024,Technical interview (0),HR interview (0),-,-,-,-,"B.Tech
	All students of B.Tech are eligible
"
94,Software Engineer/Hardware Engineer & QA Engineer,GX India Pvt Ltd,600000,"ENGINEERING_CORE,ENGINEERING_WEB_SOFTWARE",ANNUM,INR,2024,Shortlisted by the company (98),Online test Attendance (84),Online test (22),Technical interview 1 (3),Technical interview (3),HR interview (3),"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
MCA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
95,Associate Senior Executive,99 Acres,475000,MARKETING_BRAND_MANAGEMENT,ANNUM,INR,2024,Technical interview (0),HR interview (0),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
96,Operations,AstroTalk,360000,OTHER,ANNUM,INR,2024,Technical interview (0),-,-,-,-,-,"BBA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
B.Com (Hons.)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
97,System & Application Services Associate Role,Accenture,344000,OTHER,ANNUM,INR,2024,Appeared (101),Online test (71),Technical interview (15),HR interview (15),-,-,"MA
	All students of MA are eligible
BCA
	All students of BCA are eligible
BA
	All students of BA are eligible
B.Com (Hons.)
	All students of B.Com (Hons.) are eligible
B.Sc
	All students of B.Sc are eligible
M.Sc.
	All students of M.Sc. are eligible
BBA
	All students of BBA are eligible
"
98,Assistant Engineer Trainee,Pentair,1050000,ENGINEERING,ANNUM,INR,2024,Technical interview (0),-,-,-,-,-,"M.Tech.
	Applicants must have scored
		65.0% marks in CLASS X
		65.0% marks in CLASS XII
		65.0% marks in DIP
		65.0% marks in DUAL
		65.0% marks in PG
		65.0% marks in UG
"
99,Intern,WSP India,25000,ENGINEERING,MONTH,INR,2024,Resume shortlisting (4),Technical interview (2),HR interview (1),-,-,-,"B.Tech
	Applicants must have scored
		65.0% marks in CLASS X
		65.0% marks in CLASS XII
		65.0% marks in DIP
		65.0% marks in UG
"
100,Intern/Associate,LawRato.com,300000,LEGAL,ANNUM,INR,2024,HR interview (0),-,-,-,-,-,"BA LLB
	All students of BA LLB are eligible
BBALLB
	All students of BBALLB are eligible
B.Com LL.B
	All students of B.Com LL.B are eligible
"
101,GRADUATE ENGINEER TRAINEE Design,Bengal Industries Pvt.Ltd,400000,ENGINEERING,ANNUM,INR,2024,Written test (5),Technical interview (4),HR interview (4),-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
102,Trainee (Junior Software Developer),Contata Solutions Pvt. Ltd.,500000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2024,Appeared for Online test (96),Online test (12),Technical interview (0),HR interview (0),-,-,"B.Tech
	Applicants must have scored
		75.0% marks in CLASS X
		75.0% marks in CLASS XII
		75.0% marks in DIP
		75.0% marks in UG
"
103,Business Development Associate (BDA),Futurewiz,360000,"BUSINESS_DEVELOPMENT,OTHER",ANNUM,INR,2024,Technical interview (43),HR interview (2),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
BBA
	All students of BBA are eligible
MBA
	All students of MBA are eligible
"
104,Management Intern,KPIT-Technologies,650000,"ADMINISTRATION,OTHER",ANNUM,INR,2024,Online test (1),Technical interview (0),Technical interview (0),-,-,-,"MBA (Semester)
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		60.0% marks in PG
		70.0% marks in UG
"
105,Associate Software Engineer & Advanced Associate Software Engineer,Accenture,450000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2024,Online test Attendance (221),Online test (88),Technical interview (0),HR interview (0),-,-,"B.Tech
	All students of B.Tech are eligible
M.Tech.
	All students of M.Tech. are eligible
"
106,Recruitment Specialist/Executive & Business Development,Crownstack Technologies,400000,"ADMINISTRATION,OTHER",ANNUM,INR,2024,Online test (0),Group discussion (0),Technical interview (0),HR interview (0),-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
MBA
	All students of MBA are eligible
"
107,Software Engineer,Bounteous x Accolite,600000,"ENGINEERING,OTHER",ANNUM,INR,2024,Online test (4),Group discussion (0),Technical interview (0),HR interview (0),HR interview (0),-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
M.Tech.
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in DUAL
		60.0% marks in PG
		60.0% marks in UG
MCA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in DUAL
		60.0% marks in PG
		60.0% marks in UG
"
108,Associate Consultant,TD Newton & Associates,550000,CONSULTING,ANNUM,INR,2024,Appeared (1),HR interview (0),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
109,Intern-Software Engineer,Rackspace Technology,500000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2024,Shortlisted by the company (26),Technical interview (3),Coding interview (3),HR interview (3),-,-,"B.Tech
	Applicants must have scored
		75.0% marks in UG
"
110,Executive - Patient Care Specialist,HexaHealth,324000,HEALTHCARE_SERVICES,ANNUM,INR,2024,Technical interview,HR interview,-,-,-,-,"B.D.S
	All students of B.D.S are eligible
"
111,Legal Intern,Moolchand Healthcare Pvt. Ltd,15000,LEGAL,ANNUM,INR,2024,Technical interview,HR interview,-,-,-,-,"BA LLB
	Applicants must have scored
		80.0% marks in CLASS X
		80.0% marks in CLASS XII
BBALLB
	Applicants must have scored
		80.0% marks in CLASS X
		80.0% marks in CLASS XII
B.Com LL.B
	Applicants must have scored
		80.0% marks in CLASS X
		80.0% marks in CLASS XII
"
112,GRADUATE ENGINEER TRAINEE- Software Testing,Yamaha Motor Solutions India,500000,"ENGINEERING,OTHER",ANNUM,INR,2024,Online test (19),Technical interview (10),Technical interview (4),-,-,-,"B.Tech
	Applicants must have scored
		80.0% marks in CLASS X
		80.0% marks in CLASS XII
		80.0% marks in DIP
MCA
	Applicants must have scored
		80.0% marks in CLASS X
		80.0% marks in CLASS XII
		80.0% marks in DIP
"
113,GRADUATE ENGINEER TRAINEE - Technical Sales,The Sanmar Group,489000,ENGINEERING,ANNUM,INR,2024,Pre-placement Talk (4),Online test (0),Technical interview (0),HR interview (0),-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
114,Trainee – HR,Nagarro Software,400000,HUMAN_RESOURCES,ANNUM,INR,2024,Online test (2),Technical interview (0),HR interview (0),-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
115,Trainee – Operations,Nagarro Software,400000,OPERATIONS_PRODUCTION,ANNUM,INR,2024,Online test (5),Technical interview (2),HR interview (2),-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
MBA
	All students of MBA are eligible
"
116,Associate Analyst,Deloitte,382500,OTHER,ANNUM,INR,2024,Pre-placement Talk (15),Online test Attendance (15),Online test (11),Technical interview (6),HR interview (6),-,"B.Sc
	Applicants must have scored
		60.0% marks in UG
BBA
	Applicants must have scored
		60.0% marks in UG
"
117,Management Trainee (On Campus_YoP_2025),KPIT-Technologies,20000,HUMAN_RESOURCES,MONTH,INR,2024,Online test,HR interview,-,-,-,-,NA
118,BDA (Domestic Process),Planet Spark,650000,BUSINESS_DEVELOPMENT,ANNUM,INR,2024,Appeared (187),Online assessment through mobile (23),HR interview (23),-,-,-,"MBA
	All students of MBA are eligible
BCA
	All students of BCA are eligible
MA
	All students of MA are eligible
MCA
	All students of MCA are eligible
BBA
	All students of BBA are eligible
B.Tech
	All students of B.Tech are eligible
B.Sc (Hons)
	All students of B.Sc (Hons) are eligible
M.Tech.
	All students of M.Tech. are eligible
BA
	All students of BA are eligible
B.Com (Hons.)
	All students of B.Com (Hons.) are eligible
M.Sc.
	All students of M.Sc. are eligible
B.Ed.(Year)
	All students of B.Ed.(Year) are eligible
MBA (Semester)
	All students of MBA (Semester) are eligible
M.Com
	All students of M.Com are eligible
B.Sc
	All students of B.Sc are eligible
"
119,Copywriter,AstroTalk,15000,OTHER,MONTH,INR,2024,Technical interview (0),HR interview (0),-,-,-,-,"BA
	All students of BA are eligible
MA
	All students of MA are eligible
"
120,BDA (Domestic Process),Planet Spark,650000,BUSINESS_DEVELOPMENT,ANNUM,INR,2024,Group discussion (0),HR interview (0),-,-,-,-,"BBA
	All students of BBA are eligible
"
121,Sr. Executive– Corporate Sales,Infoedge (Naukri.com),675000,SALES,ANNUM,INR,2024,Technical interview (0),HR interview (0),-,-,-,-,"MBA (Semester)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
MBA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
122,Business Development Manager,advantageclub.ai,700000,BUSINESS_DEVELOPMENT,ANNUM,INR,2024,Group discussion (0),Written test (0),Technical interview (0),HR interview (0),-,-,"MBA
	All students of MBA are eligible
MBA (Semester)
	All students of MBA (Semester) are eligible
"
123,Quality Engineering Trainee,To The New,450000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2024,Online test (45),Technical interview (3),HR interview (3),-,-,-,"MCA
	Applicants must have scored
		60.0% marks in PG
B.Tech
	Applicants must have scored
		60.0% marks in UG
"
124,"Security Rating Service, Hack Analysis & Threat Event Analysis",Safe Security,20000,ENGINEERING,MONTH,INR,2024,Online test (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	All students of B.Tech are eligible
"
125,ICT /Ai Teacher,Manav Rachna International School,600000,EDUCATION_TEACHING_TRAINING,ANNUM,INR,2024,Online test (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	All students of B.Tech are eligible
MCA
	All students of MCA are eligible
"
126,Structure Design Engineer,Perceptive ideas,350000,ENGINEERING_CIVIL_MECHANICAL_OTHER,ANNUM,INR,2024,HR interview (1),-,-,-,-,-,"M.Tech.
	All students of M.Tech. are eligible
B.Tech
	All students of B.Tech are eligible
"
127,1. Security Analyst- Process Consulting 2. Security Analyst- Technical Consulting,CyberCube Services Pvt Ltd.,450000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2024,Appeared for GD (73),Group discussion (36),Technical interview (6),HR interview (3),-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
128,Associate- Expert Engagement,Infollion Research Services Pvt. Ltd.,600000,OTHER,ANNUM,INR,2024,HR interview (0),-,-,-,-,-,"MBA (Semester)
	Applicants must have scored
		75.0% marks in CLASS X
		75.0% marks in CLASS XII
		75.0% marks in DIP
MBA
	Applicants must have scored
		75.0% marks in CLASS X
		75.0% marks in CLASS XII
		75.0% marks in DIP
"
129,Trainee Associate,Protiviti,540000,"ADMINISTRATION,OTHER",ANNUM,INR,2024,Online test (0),Group discussion (0),Technical interview (0),Technical interview (0),-,-,"MBA (Semester)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in DUAL
		60.0% marks in PG
		60.0% marks in UG
MBA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in DUAL
		60.0% marks in PG
		60.0% marks in UG
"
130,Intern,Acemicromatic group,450000,ENGINEERING,ANNUM,INR,2024,Online test (1),Technical interview (1),HR interview (1),-,-,-,"B.Tech
	All students of B.Tech are eligible
"
131,Business Development,Thomson Digital,600000,BUSINESS_DEVELOPMENT,ANNUM,INR,2024,Appeared For GD (30),Group discussion (6),Technical interview (1),HR interview (1),-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
MBA
	All students of MBA are eligible
"
132,Operations-Intern,Meritto,15000,OPERATIONS_PRODUCTION,MONTH,INR,2024,Pre-placement Talk (103),Group discussion (8),Technical interview (1),HR interview (1),-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
133,Trainee,Optimus Information,400000,"ADMINISTRATION,OTHER",ANNUM,INR,2024,Online test (0),Online test (0),HR interview (0),Technical interview (0),Technical interview (0),-,"MBA (Semester)
	Applicants must have scored
		80.0% marks in CLASS X
		80.0% marks in CLASS XII
		80.0% marks in DIP
		80.0% marks in DUAL
		80.0% marks in PG
		80.0% marks in UG
MBA
	Applicants must have scored
		80.0% marks in CLASS X
		80.0% marks in CLASS XII
		80.0% marks in DIP
		80.0% marks in DUAL
		80.0% marks in PG
		80.0% marks in UG
"
